title,description,authors,categories
Essentials of Young Adult Literature,"""Essentials of Young Adult Literature"" Based on a genre approach to literature, this long-awaited book offers a comprehensive, clear, and succinct overview of adolescent literature. It includes recommended books listed by genre and topic, and engages readers by offering a thorough discussion of the major trends and issues affecting young adult literature such as censorship, the literary canon, and accountability. It provides clearly stated positions on the current issues affecting schools and literature. Written by well-known authors Carl Tomlinson and Carol Lynch-Brown, ""Essentials of Young Adult Literature"" places emphasis on reading a wide variety of young adult literature and addresses all types and formats of literature including novels, short stories, graphic novels, and picture books for older readers. In addition, notable authors are featured in each genre chapter and multicultural and international literature is integrated throughout the book and then treated more fully in its own chapter. Current and future teachers will appreciate the authors' practical strategies for connecting secondary school students with young adult books, such as how to select books that students will read and enjoy, how to motivate resistant readers to read, and how to develop text sets for classroom study across the curriculum. Readers will be equipped with the knowledge to use trade books as excellent teaching and learning materials and will not be limited to using textbooks alone. Key Features ""Literature Across the Curriculum"" features found in all genre chapters give examples of how young adult literature can help students and teachers in the content areas learn or present course content in a more interesting, memorable way. Extensive lists of recommended books briefly annotated with topics and age levels follow each genre chapter. One full chapter devoted to addressing the specific needs of resistant readers give middle and high school teachers much-needed strategies for addressing common obstacles to reading and for motivating students to read. Every chapter presents one to three charts with information about milestone books, history of specific genres, and research. Appendices feature Young Adult Book Award lists and YA Magazines, organized by content area and include ordering information. By the same authors Essentials of Children's Literature, Fifth Edition (c)2005, Allyn & Bacon, ISBN 0-205-42015-X For more information, please visit www.ablongman.com","['Carl M. Tomlinson', 'Carol Lynch-Brown']",['Education']
Library Journal,,[],['Libraries']
Media Spectrum,,[],['Audio-visual education']
Proposed Tribal College Cataloging Systems,,['George Gregory Chester'],['Classification']
The Author & Journalist,,[],['Authorship']
Dissertation Abstracts,Abstracts of dissertations and monographs in microform.,[],"['Dissertations, Academic']"
African Publishing Review,,[],['Book industries and trade']
The Platoon School - National Association for the Study of the Platoon Or Work-study-play School Organization,,"['Julia A. Spooner', 'Roscoe David Case']",['Education']
The Green Book of Methods for Organizing County Library Service ...,,"['Gaylord (Firm)', 'Gaylord Bros., Syracuse, N.Y.']",['Library fittings and supplies']
North Carolina Library Bulletin,,['North Carolina Library Commission'],[]
The Australian Librarian's Manual,"Volume one consists of statements of policy or of objectives relating to librarianship, extracts from important reports on library services or on subjects which impinge significantly on libraries, standards for various types of libraries, extracts from various Library Association of Australia submissions and a large number of documents or extracts which fit into none of these categories, but which are relevant and useful in a wide range of library situations. It is divided into 5 parts: the library environment; the public library; the school library; the special library; the university or college library, each of which is subdivided into a maximum of 4 sections and within each subdivision the documents are arranged chronologically.",['Library Association of Australia'],['Reference']
Public Library Abstracts,,[],['Public libraries']
The Book Buyer's Guide,,[],[]
Enriched Teaching of English in the Junior and Senior High School,,"['Maxie Nave Woodring', 'Ida Adele Jewett', 'Rachel Theresa Benson']",['English language']
Education in Scotland in,,[],['Education']
Prison Libraries,,['Richard F. Watson'],['Libraries and prisons']
The Writer's Digest,,[],['Authorship']
Reports,,"['Liverpool (England). Public Libraries, Museums, and Art Gallery']",[]
Discourse,,[],['Communication']
Landscapes,,['Virginia A. Arnold'],['Language arts (Elementary)']
Subject Guide to Books,"Contents.--v.1. History, travel & description.",[],['Best books']
How to Catalog Small Libraries,,"['Gaylord Bros. (Syracuse, N.Y.)']",['Cataloging']
High School Library Report,,['Washington (State). Superintendent of Public Instruction. High School Division'],['School libraries']
Work Measurement in Public Libraries,,"[""Watson O'Dell Pierce""]",['Job analysis']
Census of Libraries,,['New Zealand. Department of Statistics'],['Libraries']
Esquire,,[],['Chicago (Ill.)']
Kaapse bibliotekaris,"Issues for Nov. 1957- include section: Accessions. Aanwinste, Sept. 1957-",[],['Libraries']
The Work of George Zebrowski,,"['Jeffrey M. Elliot', 'R. Reginald']","['Science fiction, American']"
Bulletin,,[],['English language']
Loan Work,,['Carl Peter Paul Vitz'],['Library circulation and loans']
Chicago Schools Journal,,[],['Education']
"Report of a Survey of the Public Library Situation at Milford, Conn",,['Joseph Lewis Wheeler'],['Libraries']
Writer's Market,,"['Glenda Tennant Neff', 'Robin Gee']",['Language Arts & Disciplines']
Annual Report,,"['Free Public Library (New Bedford, Mass.)']",[]
North Carolina Libraries,,[],['Library science']
Report,,['Utah State Library'],['Public libraries']
The Work Sampling System,,[],['Child development']
Bookmobiles and Bookmobile Service,An title that covers the history of the bookmobile and the practical how-tos of running a bookmobile with examples. Includes many photos of bookmobiles in use (historical and to the time period of the title).,['Eleanor Frances Brown'],['Bookmobiles']
Television Quarterly,,[],['Television']
Language Knowledge for Primary Teachers,"Teaching children to develop as language users is an important task of the primary teacher, since it is through the use of language skills that children gain access to and communicate thoughts and ideas across the curriculum. By exploring the relationship between text types, syntax, vocabulary and phonics, the author of this work illustrates how language is used for different purposes.",['Angela Wilson'],['Education']
Books and Notes,,['Los Angeles County Public Library'],[]
SSC Review,,"['Pennsylvania. State College, Shippensburg']",[]
Library Work Cumulated,,[],['Library science']
Annual Register of Grant Support,,[],['Endowments']
The Massachusetts Library Club Bulletin,,[],['Libraries']
Today's Best Nonfiction,,[],['Condensed books']
Journal of Hong Kong Library Association,,['Hong Kong Library Association'],['Libraries']
The Aslib Directory,,[],['Information services']
North Carolina Library Bulletin,,[],['Libraries']
Communications & Strategies,,[],['Telecommunication']
The Outlook,,[],['United States']
The Christian Century,,[],['Theology']
The Classification and Cataloging [sic] of Books,,['Margaret Mann'],['Cataloging']
A Curriculum Guide for the School Librarian in the Elementary School,,['Detroit Public Schools. Department of School Libraries'],['School libraries']
New Jersey Library Bulletin,,[],['Libraries']
NewMedia,,[],['Multimedia systems']
Catalog of Reprints in Series,,[],['Editions']
The Australian Library Journal,,[],['Libraries']
Library & Information Bulletin,,[],['Libraries']
Manuscript Market Directory,,[],[]
Directions for the Librarian of a Small Library,,['Zaidee Mabel Brown'],['Libraries']
Annual Report of the Municipal Government of the City of Franklin for the Financial Year ...,,['Franklin (N.H.)'],['Franklin (N.H.)']
Library and book trade almanac,,['Filomena Simora'],['Language Arts & Disciplines']
The Economist,,[],['Commerce']
The Bulletin,,[],['Sydney (N.S.W.)']
A View from the Loft,,[],['Creative writing']
News Notes of California Libraries,Vols. for 1971- include annual reports and statistical summaries.,['California State Library'],['Libraries']
"Writer's Market, 1997","Includes names, addresses, submission requirements plus articles, interviews, advice and tips on how to contact editors.",['Kirsten C. Holm'],['Language Arts & Disciplines']
Benn's Media,,[],['British newspapers']
The Journal of Documentation,,['Theodore Besterman'],['Documentation']
"Young People, Soap Operas and Reality Tv",,['Cecilia von Feilitzen'],['Performing Arts']
淡江評論,A quarterly of comparative studies of Chinese and foreign literatures.,[],['Chinese literature']
Chicago Tribune Index,,[],['Chicago (Ill.)']
The Boston Globe Index,,[],['Boston (Mass.)']
Library News,,[],['Libraries']
Selected Non-fictions,"A collection of writings includes essays, literary and film criticism, biographical sketches, and lectures.",['Jorge Luis Borges'],['Literary Collections']
"The Writing Or the Sex?, Or, Why You Don't Have to Read Women's Writing to Know It's No Good","This text questions the differences between female and male literature. Taking the view that the difference lies not within the writing itself, but in the response to the writing, the author writes that men have been in charge of according value to literature, and that they have found the contributions of their own sex immeasurably superior. The author presents evidence for a form of literary criticism which takes account of the exploitative practices of men.",['Dale Spender'],['Literary Criticism']
